,fx_WS_mean,fx_USTAR_mean,fx_TA_mean,fx_TA_min,fx_TA_max,fx_VPD_mean,fx_SWIN_mean,fx_RN_mean,fx_PPFD_mean,fx_SWC_mean,fx_TS_mean,fx_SHF_mean,fx_PRECIP_sum,fx_wd_sin,fx_wd_cos,fx_SWC_lag7,fx_TS_lag7,fx_SWC_lag14,fx_TS_lag14,fx_SWC_lag21,fx_TS_lag21,fx_SWC_lag28,fx_TS_lag28,fx_SWC_roll7,fx_TS_roll7,fx_SWC_roll14,fx_TS_roll14,fx_DOY_sin,fx_DOY_cos,fx_is_growing,fx_is_winter,fx_lsu_dens,fx_grazing_active,fx_days_since_grazing,ar_ch4_dlag1,ar_ch4_dlag2,ar_ch4_dlag3,ar_ch4_dlag7,ar_ch4_dlag14,ar_ch4_drm7,ar_fc_dlag1
fx_TS_mean,-0.1510957523147659,-0.1381141039324066,0.7416536019648388,0.6945379023327963,0.7201526983624128,0.32552691157611385,0.46643693628814953,0.5260412306163356,0.47020190800785594,-0.6702319035640806,1.0,0.1648179226707302,-0.0640537039944823,-0.09068684446988454,0.0055321206282089985,-0.6608819409491765,0.9083739982140382,-0.6461971003548801,0.8565843817266148,-0.6239082787536757,0.8211030971819527,-0.5940219435926986,0.7635516456460121,-0.6757649363163217,0.9736719641528516,-0.6802522385633403,0.9507970249651413,-0.3779628880560213,-0.6601992526617476,0.5842878648414928,-0.5206999543827693,0.38396369898482857,0.39952606168710825,0.34772507336944786,0.25936501286272534,0.25764293681626194,0.2580628118177984,0.26687373345954385,0.26919305852959996,0.32285934992350857,0.09955971896272967
fx_SHF_mean,-0.041644632314797744,-0.04905208989062967,0.16311241312883,0.14541903413034107,0.16699463723422917,0.09535403206134188,0.13331590024123782,0.17439489078524567,0.1590945212517865,-0.18776303431224461,0.1648179226707302,1.0,0.0027294254224811743,-0.0010636115018950397,0.02196677098921143,-0.1754130664780429,0.1490960044451133,-0.15402218345779403,0.13596730375398264,-0.13767362830257135,0.12258110560621015,-0.11893542335038707,0.09846207853113988,-0.18407684183339326,0.1583187308126514,-0.17838390902512166,0.1538109784442034,-0.02153342900840432,-0.161296157916113,0.13390101998853993,-0.11762190813614598,0.05754281539815468,0.09251517430348766,0.11788203876277824,0.03885542029317879,0.03444223431276798,0.04140547638636079,0.040674028417884464,0.021285543404488908,0.05119283278656944,-0.025143839532806272
fx_PRECIP_sum,0.31247551868623186,0.3219807224633829,-0.07279390558044876,-0.008551681193325758,-0.12657838125792487,0.049424808921087644,-0.2513483748747069,-0.19427984862293232,-0.2271955761586652,0.1013224433216405,-0.0640537039944823,0.0027294254224811743,1.0,-0.06243796156368456,-0.09968441549895127,0.04590689896669221,-0.0797643315780783,0.03033794717832881,-0.06100926197740742,0.025918829234317375,-0.06061655792843164,0.028392573065600498,-0.058502960714546005,0.061217969040731096,-0.07421039344479462,0.0496990303116259,-0.07311250718233551,-0.01941685562148996,0.12634699208843922,-0.12226396194407442,0.09785440642876346,-0.05465305633922771,-0.051500520762980666,-0.04891948789213206,0.010218775612845938,0.016345799179687055,0.018452325588246138,-0.005180755462824995,-0.01629501250899843,0.004729892633021567,0.025128317556282614
fx_wd_sin,-0.4137919782607384,-0.25922724471948905,-0.040936674620501295,-0.1300487512228604,0.040912124091148805,-0.024483408761394414,0.11079938220132118,0.06404426660162738,0.10073649614777765,-0.011020488661595598,-0.09068684446988454,-0.0010636115018950397,-0.06243796156368456,1.0,-0.11798661642888927,0.028031258249373497,-0.08234043422490803,0.04270128575349897,-0.1190738373727051,0.04967408887181951,-0.12885797646198574,0.06027570602227121,-0.0954597317795523,0.009194089750320072,-0.08452810976980225,0.022790690826086125,-0.09023057772534847,0.1359362423725404,-0.020301598871460665,0.039624170471261135,-0.06136633884630178,-0.0006362694516550871,0.020881729769708025,-0.017537172692302892,-0.018265353222176924,-0.017464060422149336,-0.025217975824842868,-0.03576505151012234,-0.04705243025939722,-0.03239623784333162,-0.11384738762629981
fx_wd_cos,-0.10685770200044545,-0.13475690151186973,-0.10949258820279656,-0.12799458908338768,-0.08061548677759271,-0.08007032787248534,0.10538002744071867,0.09000848654866213,0.09792099073353355,-0.050742229173086933,0.0055321206282089985,0.02196677098921143,-0.09968441549895127,-0.11798661642888927,1.0,-0.02366734174875516,0.030879410536518027,-0.01054152538145199,0.022637287830305452,-0.005513595386836444,0.003097724241866728,0.01333653680991287,-0.00789059225844723,-0.04289806044430331,0.02161186579041376,-0.028985612599352676,0.0255022080528662,0.0839836715203891,-0.0837645378681853,0.08568164381603058,-0.03892210072275925,-0.00925947592444627,-0.025219321310811546,-0.022095616651637447,0.03445037405935974,0.005744325076599194,0.0016176737730821576,-0.03179940762130697,-0.014152173750254626,-0.005230251818654921,-0.020467276775003127
fx_SWC_lag7,0.13856069798906176,0.12985240572591247,-0.47188413432955617,-0.4209869426529007,-0.47226298611863304,-0.16270625976419512,-0.33725590892861346,-0.37403072774950546,-0.34521055562723757,0.9203527748204249,-0.6608819409491765,-0.1754130664780429,0.04590689896669221,0.028031258249373497,-0.02366734174875516,1.0,-0.6702439771786821,0.9203170669960676,-0.635916623490901,0.8490547606408554,-0.5981210881058131,0.7830945623262472,-0.5600971416330457,0.9668716962662578,-0.675370254623871,0.9858724713138401,-0.6795617554560329,0.21452226655956455,0.4727883237666307,-0.41973976125075857,0.3152982686242913,-0.19846206410467274,-0.28073754166493564,-0.32465689309207285,-0.15439955505289032,-0.15466737212802684,-0.15504227976443022,-0.15900340628219237,-0.16703042048666542,-0.19412058004487315,-0.075387200042166
fx_TS_lag7,-0.1853481148649549,-0.1710082790855565,0.6364150619101984,0.5917659170719041,0.6225495152947524,0.2960483320303306,0.40451342580890337,0.4530259814671741,0.4064584863645477,-0.6359161610562929,0.9083739982140382,0.1490960044451133,-0.0797643315780783,-0.08234043422490803,0.030879410536518027,-0.6702439771786821,1.0,-0.660888504289974,0.9083666885785104,-0.6461974879047583,0.856572609606645,-0.6238999526854608,0.8210877921885219,-0.659557708356676,0.9579569107624146,-0.6766914581822816,0.9779452816929642,-0.45458780658575837,-0.6096622744969971,0.5409643795935342,-0.5000499611167343,0.3650319872855526,0.390404138543574,0.3565149393844222,0.24182618403886647,0.2441573168958904,0.24737980921950645,0.2584542502769991,0.2668341930021586,0.3084205947708381,0.13075949957031388
fx_SWC_lag14,0.11374786143757347,0.11039541447892882,-0.4607947643576705,-0.4216180730464799,-0.45355477594436416,-0.17424874982192254,-0.30378031711919334,-0.3412829345977148,-0.31220406210365076,0.8491229832929702,-0.6461971003548801,-0.15402218345779403,0.03033794717832881,0.04270128575349897,-0.01054152538145199,0.9203170669960676,-0.660888504289974,1.0,-0.6702537242019261,0.9202811943062308,-0.6359171375149234,0.8489862219774275,-0.598111375317154,0.890406792423798,-0.6639712075544262,0.9411399381766067,-0.6781207026796691,0.2697353808633539,0.44240482496433725,-0.37931901139626567,0.303430143578404,-0.18935150200484233,-0.28218473333952626,-0.33652594491994436,-0.16068528169648646,-0.15973980339199792,-0.1589940711260024,-0.1525571809783804,-0.15866377927145978,-0.19312687107213905,-0.07730989626885686
fx_TS_lag14,-0.16212086135715004,-0.15788000050745102,0.6125719954209404,0.5796159528467183,0.5911317601109235,0.29654234433341475,0.3437871538694261,0.39798396714541967,0.3472687568643653,-0.5981308110156371,0.8565843817266148,0.13596730375398264,-0.06100926197740742,-0.1190738373727051,0.022637287830305452,-0.635916623490901,0.9083666885785104,-0.6702537242019261,1.0,-0.6608927239755088,0.9083591831803197,-0.646195482086436,0.856560581985077,-0.6226933783406635,0.889311679318367,-0.6497664044394121,0.935281116275416,-0.5246128616649958,-0.550275290451848,0.4904959395907859,-0.4770611386586388,0.34311960174231115,0.3848991943961081,0.3598732709194248,0.2319496661271081,0.23372826584122394,0.2350721145556932,0.23900589611761033,0.2584133790779054,0.2914908149426157,0.15433545254504985
fx_SWC_lag21,0.10779619311681593,0.12041937791432132,-0.44291155212429856,-0.41378510243751554,-0.43062331962132955,-0.17425358264302918,-0.26048055657036506,-0.3071841730646423,-0.27829017036654824,0.7831930357552751,-0.6239082787536757,-0.13767362830257135,0.025918829234317375,0.04967408887181951,-0.005513595386836444,0.8490547606408554,-0.6461974879047583,0.9202811943062308,-0.6608927239755088,1.0,-0.6702635843012396,0.9202451447247317,-0.635917722171841,0.8216081117692159,-0.6448161038637079,0.8675121371606163,-0.6626480631282464,0.320907660751474,0.405598974772129,-0.342841342300771,0.2908215074505247,-0.1813976662779303,-0.2827257650545992,-0.348765689059313,-0.16583459665779687,-0.16574369360555236,-0.16522379206782178,-0.16207585747690317,-0.1522124530664218,-0.20361891729355072,-0.09803125823340712
fx_TS_lag21,-0.14744168040447853,-0.16564624455681137,0.5939585234150359,0.5726865948935018,0.5641266119014164,0.2880769597720594,0.2879039475224785,0.33827304610037723,0.29596335185475436,-0.5601170900933694,0.8211030971819527,0.12258110560621015,-0.06061655792843164,-0.12885797646198574,0.003097724241866728,-0.5981210881058131,0.856572609606645,-0.6359171375149234,0.9083591831803197,-0.6702635843012396,1.0,-0.6608970296917757,0.908351654819383,-0.5847123529338599,0.8504965625998059,-0.6118342851471329,0.8808706026478076,-0.5869624886937804,-0.4829101141396307,0.4366006803518088,-0.4294642331124967,0.3201585563957761,0.3811127395712697,0.3676568272585941,0.2130110806152992,0.21360147973525417,0.21594206395865112,0.22825708852435947,0.23895790215263865,0.2709569292084928,0.18614873055442607
fx_SWC_lag28,0.08461437851509916,0.10617851898679768,-0.4297372100957776,-0.41050018551943734,-0.41110937289500676,-0.19087422094548087,-0.2244793849140215,-0.27809641380446765,-0.25017035356933653,0.7183178774851482,-0.5940219435926986,-0.11893542335038707,0.028392573065600498,0.06027570602227121,0.01333653680991287,0.7830945623262472,-0.6238999526854608,0.8489862219774275,-0.646195482086436,0.9202451447247317,-0.6608970296917757,1.0,-0.6702735585189561,0.7558335832925257,-0.6165737528134432,0.7993028540164973,-0.638646428358701,0.3672879986911804,0.3629016600371956,-0.3018084210097715,0.27468420727596626,-0.17227396161027014,-0.2822346607113432,-0.36088145639566005,-0.1756486584080874,-0.17490193032163334,-0.1725111056416374,-0.16598309651036122,-0.16173405394877127,-0.21092574278584636,-0.13161333591128802
fx_TS_lag28,-0.15916958610414594,-0.17146610281881633,0.5521437330981075,0.53613302818061,0.5221838773379067,0.2816254642324893,0.22572586813590378,0.27011676361632186,0.23923754723673424,-0.523910380661108,0.7635516456460121,0.09846207853113988,-0.058502960714546005,-0.0954597317795523,-0.00789059225844723,-0.5600971416330457,0.8210877921885219,-0.598111375317154,0.856560581985077,-0.635917722171841,0.908351654819383,-0.6702735585189561,1.0,-0.5462297061800321,0.8027887037652339,-0.5730819635550704,0.8370614914958567,-0.6407283186031333,-0.40854643371027244,0.3669437777113619,-0.38828632113131367,0.2939861817269101,0.3718731863709064,0.36888898295214195,0.20037520071596743,0.20321520082188094,0.20475585845836636,0.21283458097738647,0.22820480613787023,0.2555349580235578,0.21644416561096766
fx_SWC_roll7,0.1656436717864823,0.15068030048155187,-0.48244832977348595,-0.4172710736428956,-0.492613363038725,-0.16043521426591034,-0.3732392627073138,-0.4082958094162451,-0.382876430319515,0.978655977564357,-0.6757649363163217,-0.18407684183339326,0.061217969040731096,0.009194089750320072,-0.04289806044430331,0.9668716962662578,-0.659557708356676,0.890406792423798,-0.6226933783406635,0.8216081117692159,-0.5847123529338599,0.7558335832925257,-0.5462297061800321,1.0,-0.6836036204775197,0.9865535065545752,-0.6786139646220891,0.18380020779826356,0.49395252929092,-0.4418114134247597,0.32353592368272355,-0.21181943312818974,-0.29161701682012797,-0.3239670276930327,-0.16034416098074375,-0.16140652657620422,-0.16251854309953667,-0.16578117789701033,-0.1719043243722837,-0.2015941112787213,-0.06213149201884418
fx_TS_roll7,-0.17919620422500737,-0.1643361371767649,0.6922840480001097,0.6416150607388733,0.6783203534606058,0.3100742081659061,0.4505085097176402,0.5014397616853793,0.4539171039908221,-0.6668373494511367,0.9736719641528516,0.1583187308126514,-0.07421039344479462,-0.08452810976980225,0.02161186579041376,-0.675370254623871,0.9579569107624146,-0.6639712075544262,0.889311679318367,-0.6448161038637079,0.8504965625998059,-0.6165737528134432,0.8027887037652339,-0.6836036204775197,1.0,-0.6921577454101234,0.986134628084964,-0.4179294712317405,-0.6516089915270806,0.5773131974291406,-0.5212198609475275,0.38351380209245506,0.40247818317880435,0.3585769527183561,0.2565868804761477,0.25845179226812287,0.25992724602114414,0.2651886612999992,0.27339377401737863,0.32288143661657237,0.11080640308358726
fx_SWC_roll14,0.1475597590781977,0.13607742479716353,-0.4856263113381747,-0.4292191407742865,-0.48885303743194997,-0.16727747022085904,-0.3553031645895782,-0.39211786133132387,-0.36408005411405603,0.952820036182531,-0.6802522385633403,-0.17838390902512166,0.0496990303116259,0.022790690826086125,-0.028985612599352676,0.9858724713138401,-0.6766914581822816,0.9411399381766067,-0.6497664044394121,0.8675121371606163,-0.6118342851471329,0.7993028540164973,-0.5730819635550704,0.9865535065545752,-0.6921577454101234,1.0,-0.6947541127721658,0.2157096971549207,0.48777980338613114,-0.4313500952925753,0.3248505427919884,-0.20749576778080386,-0.292320860071055,-0.334045736348824,-0.16144041461406144,-0.16154830461579603,-0.16176237465232007,-0.16473395405178765,-0.1709454031177624,-0.20090212931035978,-0.06993569804268938
fx_TS_roll14,-0.18493303325132143,-0.16878475026746473,0.673382054647239,0.6268003658429188,0.6579382940082135,0.3085960657521088,0.4264946585893846,0.47789894359091195,0.4291957005615455,-0.6577042033682688,0.9507970249651413,0.1538109784442034,-0.07311250718233551,-0.09023057772534847,0.0255022080528662,-0.6795617554560329,0.9779452816929642,-0.6781207026796691,0.935281116275416,-0.6626480631282464,0.8808706026478076,-0.638646428358701,0.8370614914958567,-0.6786139646220891,0.986134628084964,-0.6947541127721658,1.0,-0.4615138762293368,-0.6344401955863039,0.5622409194817725,-0.5215282594309942,0.377756943764661,0.40351050942564654,0.3669119391163297,0.25288621863690114,0.2544715975293267,0.2559977489596793,0.26291306974165674,0.2726662752709308,0.31866454553160006,0.12829113083637836
fx_DOY_sin,0.07516535959944146,0.08230030334577439,-0.36882609898906893,-0.43439304700500553,-0.28953655657053257,-0.19059214811278244,0.17011165028090272,0.1026735540131906,0.12482716296967804,0.15606148098484945,-0.3779628880560213,-0.02153342900840432,-0.01941685562148996,0.1359362423725404,0.0839836715203891,0.21452226655956455,-0.45458780658575837,0.2697353808633539,-0.5246128616649958,0.320907660751474,-0.5869624886937804,0.3672879986911804,-0.6407283186031333,0.18380020779826356,-0.4179294712317405,0.2157096971549207,-0.4615138762293368,1.0,5.876619063118241e-05,0.0038301618048100306,0.18318670059132236,-0.1441701632636366,-0.24990666486298002,-0.2829786980620729,-0.058695407114880055,-0.06333820166585376,-0.06796024420275416,-0.08622020711206207,-0.11698189130306694,-0.0895644766204504,-0.4310152576952753
fx_DOY_cos,0.28458020462402034,0.1526901040397159,-0.7340698505746094,-0.6156805786486627,-0.7726892660440652,-0.2172157988259399,-0.7791614803083107,-0.692047593171842,-0.6318103530762323,0.49631232711324574,-0.6601992526617476,-0.161296157916113,0.12634699208843922,-0.020301598871460665,-0.0837645378681853,0.4727883237666307,-0.6096622744969971,0.44240482496433725,-0.550275290451848,0.405598974772129,-0.4829101141396307,0.3629016600371956,-0.40854643371027244,0.49395252929092,-0.6516089915270806,0.48777980338613114,-0.6344401955863039,5.876619063118241e-05,1.0,-0.9003784591688384,0.7080204637858987,-0.4154085067045334,-0.3646841091603825,-0.2284867061594888,-0.27071730498619845,-0.2694982799625868,-0.2681763518158236,-0.2620883347763813,-0.24826640287948035,-0.3296172591855182,0.13005038506341668
fx_is_growing,-0.27542079482789783,-0.16641349598110577,0.6459880178734106,0.5326558350480959,0.6871836400849572,0.19066243265416025,0.7082517566672114,0.6333116381583618,0.58186384094324,-0.4459662469502841,0.5842878648414928,0.13390101998853993,-0.12226396194407442,0.039624170471261135,0.08568164381603058,-0.41973976125075857,0.5409643795935342,-0.37931901139626567,0.4904959395907859,-0.342841342300771,0.4366006803518088,-0.3018084210097715,0.3669437777113619,-0.4418114134247597,0.5773131974291406,-0.4313500952925753,0.5622409194817725,0.0038301618048100306,-0.9003784591688384,1.0,-0.5744497610931063,0.37307390241596844,0.34200702262954996,0.18356209462069345,0.24683274893770596,0.24621960448188548,0.24483728251810363,0.2367951641088068,0.2143299991482235,0.299953059314792,-0.14144924958376565
fx_is_winter,0.25329786129415255,0.15213899582690166,-0.5443453198253335,-0.47041419577416105,-0.5700302644413203,-0.19285607870160254,-0.521378351391577,-0.45031122978828375,-0.41591663129339385,0.3205073217004479,-0.5206999543827693,-0.11762190813614598,0.09785440642876346,-0.06136633884630178,-0.03892210072275925,0.3152982686242913,-0.5000499611167343,0.303430143578404,-0.4770611386586388,0.2908215074505247,-0.4294642331124967,0.27468420727596626,-0.38828632113131367,0.32353592368272355,-0.5212198609475275,0.3248505427919884,-0.5215282594309942,0.18318670059132236,0.7080204637858987,-0.5744497610931063,1.0,-0.30545228013423903,-0.3487257889118911,-0.2434377690528008,-0.16046329295555672,-0.16113345265267587,-0.16052266918259125,-0.16245145882078935,-0.17102147648451285,-0.19911685941830967,0.12206703617810799
fx_lsu_dens,-0.13119133921042825,-0.09868631755389297,0.3575359077876037,0.31795847215122824,0.3630257978310379,0.19650689202003085,0.2894598290512904,0.30024885922093925,0.27758841290373626,-0.21780817445292971,0.38396369898482857,0.05754281539815468,-0.05465305633922771,-0.0006362694516550871,-0.00925947592444627,-0.19846206410467274,0.3650319872855526,-0.18935150200484233,0.34311960174231115,-0.1813976662779303,0.3201585563957761,-0.17227396161027014,0.2939861817269101,-0.21181943312818974,0.38351380209245506,-0.20749576778080386,0.377756943764661,-0.1441701632636366,-0.4154085067045334,0.37307390241596844,-0.30545228013423903,1.0,0.7060031590267846,0.33032032539603967,0.6319501340844456,0.611663684228878,0.5909236875926807,0.5321509286946491,0.4397606360991213,0.7130111612806184,0.12382298688458918
fx_grazing_active,-0.1431455160140396,-0.12576936357582674,0.35308610189333745,0.31771048155473935,0.35596062447747273,0.26164507582916974,0.2510829334318982,0.2868375183238142,0.278775491905763,-0.29408699620016693,0.39952606168710825,0.09251517430348766,-0.051500520762980666,0.020881729769708025,-0.025219321310811546,-0.28073754166493564,0.390404138543574,-0.28218473333952626,0.3848991943961081,-0.2827257650545992,0.3811127395712697,-0.2822346607113432,0.3718731863709064,-0.29161701682012797,0.40247818317880435,-0.292320860071055,0.40351050942564654,-0.24990666486298002,-0.3646841091603825,0.34200702262954996,-0.3487257889118911,0.7060031590267846,1.0,0.5990696496881749,0.4279189106570728,0.41614492213209503,0.40415269540792925,0.3727182629327912,0.3146538960626518,0.49150466134543713,0.08721747663989256
