anchor_year,eval_tower,model,feature,mean_abs_shap
2021,pooled,XGB,fx_TS_roll14,0.031550660729408264
2021,pooled,XGB,fx_RN_mean,0.030358532443642616
2021,pooled,XGB,fx_DOY_sin,0.027962150052189827
2021,pooled,XGB,fx_SWC_mean,0.010750087909400463
2021,pooled,XGB,fx_SWC_lag7,0.005479708779603243
2021,pooled,XGB,fx_TS_lag14,0.005232945084571838
2021,pooled,XGB,fx_SWC_roll7,0.0039636860601603985
2021,pooled,XGB,fx_SWC_lag21,0.0038246242329478264
2021,pooled,XGB,fx_SWC_roll14,0.0031729124020785093
2021,pooled,XGB,fx_TS_mean,0.0021977906581014395
2021,pooled,XGB,fx_TS_lag7,0.0
2021,pooled,XGB,fx_SWC_lag14,0.0
2021,pooled,XGB,fx_is_growing,0.0
2021,pooled,XGB,fx_is_winter,0.0
2021,pooled,XGB,fx_grazing_active,0.0
2021,pooled,XGB,is_t2,0.0
2021,pooled,LightGBM,fx_lsu_dens,14.372631270448121
2021,pooled,LightGBM,ar_ch4_dlag1,7.845939848765279
2021,pooled,LightGBM,fx_USTAR_mean,2.1094504632924624
2021,pooled,LightGBM,fx_days_since_grazing,1.8170464149230574
2021,pooled,LightGBM,ar_ch4_drm7,1.4464388299993352
2021,pooled,LightGBM,fx_PRECIP_sum,1.3700925413785365
2021,pooled,LightGBM,fx_wd_sin,1.2608111388547196
2021,pooled,LightGBM,ar_ch4_dlag2,0.9553848653020626
2021,pooled,LightGBM,fx_WS_mean,0.6585620681096377
2021,pooled,LightGBM,fx_TS_lag21,0.5927678019752878
2021,pooled,LightGBM,ar_ch4_dlag3,0.5867054460907754
2021,pooled,LightGBM,fx_VPD_mean,0.583041641285425
2021,pooled,LightGBM,is_t9,0.534074985093046
2021,pooled,LightGBM,fx_wd_cos,0.4646716632639395
2021,pooled,LightGBM,fx_SWC_lag28,0.4608445936608301
2021,pooled,LightGBM,fx_TS_lag28,0.41167881424622615
2021,pooled,LightGBM,ar_fc_dlag1,0.3589311371080052
2021,pooled,LightGBM,fx_TA_min,0.28770809923933577
2021,pooled,LightGBM,fx_TA_mean,0.2876142827508224
2021,pooled,LightGBM,fx_TA_max,0.2868502178564289
2021,pooled,LightGBM,fx_DOY_cos,0.19920191627793862
2021,pooled,LightGBM,fx_PPFD_mean,0.1726910166247183
2021,pooled,LightGBM,ar_ch4_dlag7,0.13854728831152713
2021,pooled,LightGBM,fx_TS_roll14,0.10771077455080656
2021,pooled,LightGBM,fx_SWC_mean,0.10493817143454644
2021,pooled,LightGBM,is_t4,0.09334388652841953
2021,pooled,LightGBM,fx_SWIN_mean,0.09190811033267345
2021,pooled,LightGBM,fx_RN_mean,0.09015513335213358
2021,pooled,LightGBM,ar_ch4_dlag14,0.08113782685043977
2021,pooled,LightGBM,fx_TS_lag14,0.07221307241226567
2021,pooled,LightGBM,fx_SWC_lag14,0.0671580427910636
2021,pooled,LightGBM,fx_TS_lag7,0.06348576957520184
2021,pooled,LightGBM,fx_SHF_mean,0.062208783413804404
2021,pooled,LightGBM,fx_SWC_lag7,0.0472864884680768
2021,pooled,LightGBM,fx_SWC_lag21,0.04206586973484512
2021,pooled,LightGBM,fx_SWC_roll7,0.032665582838506006
2021,pooled,LightGBM,fx_DOY_sin,0.029262989838883174
2021,pooled,LightGBM,fx_TS_mean,0.0278138071677799
2021,pooled,LightGBM,fx_SWC_roll14,0.02342861003927789
2021,pooled,LightGBM,fx_grazing_active,0.022693759645198243
2021,pooled,LightGBM,fx_TS_roll7,0.00782524435453256
2021,pooled,LightGBM,fx_is_growing,0.0
2021,pooled,LightGBM,fx_is_winter,0.0
2021,pooled,LightGBM,is_t2,0.0
2022,pooled,RF,fx_lsu_dens,12.684469440835164
2022,pooled,RF,ar_ch4_dlag1,8.674259771070425
2022,pooled,RF,ar_ch4_drm7,3.073632020977016
2022,pooled,RF,fx_USTAR_mean,1.8440832933889155
2022,pooled,RF,ar_ch4_dlag2,1.6577876991510023
2022,pooled,RF,fx_PRECIP_sum,0.9564717080300993
2022,pooled,RF,fx_WS_mean,0.9501041289435536
2022,pooled,RF,fx_wd_sin,0.6795554151990787
2022,pooled,RF,ar_ch4_dlag3,0.5883411714423187
2022,pooled,RF,fx_TS_lag28,0.5241873944830433
2022,pooled,RF,fx_days_since_grazing,0.42514091560524087
2022,pooled,RF,fx_VPD_mean,0.3568485173396683
2022,pooled,RF,fx_wd_cos,0.32313521041469456
2022,pooled,RF,fx_TS_lag21,0.31424656544107743
2022,pooled,RF,fx_SWC_lag28,0.311966464998295
2022,pooled,RF,fx_grazing_active,0.22548302573319526
2022,pooled,RF,fx_DOY_cos,0.2178897938526627
2022,pooled,RF,ar_ch4_dlag7,0.19260899946221363
2022,pooled,RF,fx_TA_max,0.18350388431075468
2022,pooled,RF,fx_SWIN_mean,0.18059618553544265
2022,pooled,RF,fx_SWC_mean,0.17934207598477322
2022,pooled,RF,fx_SWC_roll7,0.1672812295380437
2022,pooled,RF,ar_fc_dlag1,0.1624337593865553
2022,pooled,RF,fx_SWC_lag21,0.15814437913134557
2022,pooled,RF,fx_PPFD_mean,0.15310936290445695
2022,pooled,RF,ar_ch4_dlag14,0.14540439808597633
2022,pooled,RF,fx_TS_lag14,0.13343246568640274
2022,pooled,RF,fx_TA_min,0.12042774287693474
2022,pooled,RF,fx_DOY_sin,0.11982838708654513
2022,pooled,RF,fx_TA_mean,0.11931108814805527
2022,pooled,RF,is_t9,0.11832281928576581
2022,pooled,RF,fx_SHF_mean,0.11620090136936075
2022,pooled,RF,fx_SWC_roll14,0.10264779202908822
2022,pooled,RF,fx_TS_mean,0.10090708310421657
2022,pooled,RF,fx_TS_lag7,0.09758003572659513
2022,pooled,RF,fx_RN_mean,0.09709893294930362
2022,pooled,RF,fx_SWC_lag14,0.09585716967564327
2022,pooled,RF,fx_TS_roll7,0.08544302395115802
2022,pooled,RF,fx_SWC_lag7,0.08395744510013847
2022,pooled,RF,fx_TS_roll14,0.07804953926052798
2022,pooled,RF,fx_is_growing,0.03166837435324491
2022,pooled,RF,is_t4,0.027319854402762432
2022,pooled,RF,is_t2,0.021297118715230892
2022,pooled,RF,fx_is_winter,0.004314716647990701
2022,pooled,XGB,fx_lsu_dens,12.715157508850098
2022,pooled,XGB,ar_ch4_dlag1,9.212437629699707
2022,pooled,XGB,ar_ch4_drm7,2.1072189807891846
2022,pooled,XGB,fx_USTAR_mean,1.8644311428070068
2022,pooled,XGB,fx_PRECIP_sum,1.1854099035263062
2022,pooled,XGB,ar_ch4_dlag2,1.1357048749923706
2022,pooled,XGB,fx_wd_sin,1.0388803482055664
2022,pooled,XGB,fx_WS_mean,0.6350449323654175
2022,pooled,XGB,fx_TS_lag28,0.5350304841995239
2022,pooled,XGB,ar_ch4_dlag3,0.464553564786911
2022,pooled,XGB,fx_days_since_grazing,0.3609884977340698
2022,pooled,XGB,fx_TA_max,0.334745854139328
2022,pooled,XGB,fx_wd_cos,0.32331719994544983
2022,pooled,XGB,ar_fc_dlag1,0.31439948081970215
2022,pooled,XGB,is_t9,0.31015780568122864
2022,pooled,XGB,ar_ch4_dlag7,0.16268770396709442
2022,pooled,XGB,is_t4,0.15350089967250824
2022,pooled,XGB,fx_TA_mean,0.14321859180927277
2022,pooled,XGB,fx_SWC_lag28,0.14219306409358978
2022,pooled,XGB,fx_TS_lag21,0.13446784019470215
2022,pooled,XGB,fx_DOY_cos,0.10385867953300476
2022,pooled,XGB,fx_VPD_mean,0.0682670921087265
2022,pooled,XGB,fx_PPFD_mean,0.04857788607478142
2022,pooled,XGB,ar_ch4_dlag14,0.045061156153678894
2022,pooled,XGB,fx_TS_roll7,0.027495630085468292
2022,pooled,XGB,fx_DOY_sin,0.027459535747766495
2022,pooled,XGB,fx_SWC_lag7,0.0272320918738842
2022,pooled,XGB,fx_TA_min,0.02563314512372017
2022,pooled,XGB,fx_SWC_mean,0.023532304912805557
2022,pooled,XGB,fx_SHF_mean,0.022369135171175003
2022,pooled,XGB,fx_SWC_roll7,0.02152320183813572
2022,pooled,XGB,fx_RN_mean,0.017747577279806137
2022,pooled,XGB,fx_SWC_roll14,0.01759849488735199
2022,pooled,XGB,fx_SWC_lag21,0.013509204611182213
2022,pooled,XGB,fx_TS_mean,0.008943885564804077
2022,pooled,XGB,is_t2,0.005827303975820541
2022,pooled,XGB,fx_TS_lag7,0.005151319783180952
2022,pooled,XGB,fx_SWIN_mean,0.0038016948383301497
2022,pooled,XGB,fx_TS_lag14,0.0
2022,pooled,XGB,fx_SWC_lag14,0.0
2022,pooled,XGB,fx_is_growing,0.0
2022,pooled,XGB,fx_TS_roll14,0.0
2022,pooled,XGB,fx_grazing_active,0.0
2022,pooled,XGB,fx_is_winter,0.0
2022,pooled,LightGBM,fx_lsu_dens,13.97521289867683
2022,pooled,LightGBM,ar_ch4_dlag1,9.343485301223636
2022,pooled,LightGBM,fx_USTAR_mean,2.239541863281808
2022,pooled,LightGBM,ar_ch4_drm7,2.006223694068487
2022,pooled,LightGBM,fx_PRECIP_sum,1.440526741248781
2022,pooled,LightGBM,fx_days_since_grazing,1.1586401287663703
2022,pooled,LightGBM,ar_ch4_dlag2,1.1258837903094914
2022,pooled,LightGBM,fx_WS_mean,1.1218730049872057
2022,pooled,LightGBM,fx_wd_sin,1.0466290778514862
2022,pooled,LightGBM,fx_TS_lag28,0.6108113632461196
2022,pooled,LightGBM,is_t9,0.5003991111812627
2022,pooled,LightGBM,fx_wd_cos,0.49733203223459244
2022,pooled,LightGBM,ar_ch4_dlag3,0.4685660043234591
2022,pooled,LightGBM,ar_fc_dlag1,0.4246102149062703
2022,pooled,LightGBM,fx_TA_max,0.40973369396459547
2022,pooled,LightGBM,fx_SWC_lag28,0.3354720119111614
2022,pooled,LightGBM,fx_VPD_mean,0.30458642094594746
2022,pooled,LightGBM,fx_TS_lag21,0.30266374063712465
2022,pooled,LightGBM,fx_TS_roll14,0.23128240696850536
2022,pooled,LightGBM,is_t4,0.18320898758197743
2022,pooled,LightGBM,fx_PPFD_mean,0.16856533681982458
2022,pooled,LightGBM,ar_ch4_dlag7,0.15787174253256195
2022,pooled,LightGBM,fx_DOY_cos,0.15623844893506844
2022,pooled,LightGBM,fx_SWC_mean,0.15141456678633974
2022,pooled,LightGBM,fx_SWC_lag7,0.1446955279300359
2022,pooled,LightGBM,fx_RN_mean,0.12846761556154768
2022,pooled,LightGBM,fx_SWC_lag14,0.09787666364688938
2022,pooled,LightGBM,fx_SWC_lag21,0.08825761524313315
2022,pooled,LightGBM,fx_DOY_sin,0.08369818411470839
2022,pooled,LightGBM,fx_SWC_roll7,0.07483328632889061
2022,pooled,LightGBM,ar_ch4_dlag14,0.07331264841626771
2022,pooled,LightGBM,fx_TA_min,0.07057171947208898
2022,pooled,LightGBM,fx_TA_mean,0.06672476753105921
2022,pooled,LightGBM,fx_SWIN_mean,0.059926251961037076
2022,pooled,LightGBM,fx_TS_mean,0.059840114868106954
2022,pooled,LightGBM,fx_SHF_mean,0.05643891684845827
2022,pooled,LightGBM,fx_TS_lag7,0.03821349085283222
2022,pooled,LightGBM,fx_SWC_roll14,0.03819361953693905
2022,pooled,LightGBM,fx_TS_roll7,0.03419580619646226
2022,pooled,LightGBM,fx_grazing_active,0.029133376867585385
2022,pooled,LightGBM,fx_TS_lag14,0.020513647376974965
2022,pooled,LightGBM,is_t2,0.0024811253472784
2022,pooled,LightGBM,fx_is_growing,0.0
2022,pooled,LightGBM,fx_is_winter,0.0
